Standard name,Common name,Type,Lib yH298-parent-pool1
GWK60_K06237,GWK60_K06237,ORF,0
GWK60_K06259,GWK60_K06259,ORF,1
GWK60_K06281,GWK60_K06281,ORF,0
GWK60_K06303,GWK60_K06303,ORF,2
GWK60_K06325,GWK60_K06325,ORF,2
GWK60_K06347,GWK60_K06347,ORF,1
GWK60_K06369,GWK60_K06369,ORF,1
GWK60_K06391,GWK60_K06391,ORF,0
GWK60_K06413,GWK60_K06413,ORF,0
GWK60_K06435,GWK60_K06435,ORF,0
GWK60_K06479,GWK60_K06479,ORF,0
GWK60_K06501,GWK60_K06501,ORF,8
GWK60_K06523,MET8,ORF,0
GWK60_K06545,GWK60_K06545,ORF,3
GWK60_K06567,GWK60_K06567,ORF,2
GWK60_K06589,YBP1,ORF,1
GWK60_K06611,GWK60_K06611,ORF,0
GWK60_K06633,GWK60_K06633,ORF,3
GWK60_K06655,GWK60_K06655,ORF,3
GWK60_K06677,GWK60_K06677,ORF,1
GWK60_K06699,GWK60_K06699,ORF,2
GWK60_K06721,GWK60_K06721,ORF,2
GWK60_K06743,GWK60_K06743,ORF,5
GWK60_K06765,MCX1,ORF,1
GWK60_K06787,GWK60_K06787,ORF,2
GWK60_K06809,ROT2,ORF,0
GWK60_K06831,GWK60_K06831,ORF,1
GWK60_K06853,GWK60_K06853,ORF,1
GWK60_K06875,GWK60_K06875,ORF,0
GWK60_K06897,GWK60_K06897,ORF,0
GWK60_K06919,GWK60_K06919,ORF,2
GWK60_K06941,GWK60_K06941,ORF,0
GWK60_K06963,GWK60_K06963,ORF,1
GWK60_K06985,GWK60_K06985,ORF,3
GWK60_K07007,GWK60_K07007,ORF,0
GWK60_K07029,GWK60_K07029,ORF,0
GWK60_K07051,GWK60_K07051,ORF,0
GWK60_K07073,GWK60_K07073,ORF,1
GWK60_K07117,GWK60_K07117,ORF,5
GWK60_K07139,GWK60_K07139,ORF,3
GWK60_K07161,GWK60_K07161,ORF,0
GWK60_K07183,GWK60_K07183,ORF,3
GWK60_K07205,GWK60_K07205,ORF,6
GWK60_K07227,GWK60_K07227,ORF,0
GWK60_K07249,GWK60_K07249,ORF,0
GWK60_K07271,GWK60_K07271,ORF,2
GWK60_K07293,GWK60_K07293,ORF,3
GWK60_K07315,PGM1,ORF,6
GWK60_K07337,PMU1,ORF,9
GWK60_K07359,PMU2,ORF,0
GWK60_K07381,PMU3,ORF,0
GWK60_K07403,MYO3,ORF,3
GWK60_K07425,GWK60_K07425,ORF,0
GWK60_K07447,GAT1,ORF,0
GWK60_K07469,FRS2,ORF,0
GWK60_K07491,GWK60_K07491,ORF,1
GWK60_K07513,GWK60_K07513,ORF,4
GWK60_K07557,GWK60_K07557,ORF,9
GWK60_K07579,GWK60_K07579,ORF,2
GWK60_K07601,GWK60_K07601,ORF,6
GWK60_K07623,GWK60_K07623,ORF,3
GWK60_K07645,GWK60_K07645,ORF,0
GWK60_K07667,GWK60_K07667,ORF,0
GWK60_K07689,GWK60_K07689,ORF,9
GWK60_K07711,GWK60_K07711,ORF,0
GWK60_K07733,GWK60_K07733,ORF,0
GWK60_K07755,GWK60_K07755,ORF,2
GWK60_K07777,GWK60_K07777,ORF,0
GWK60_K07799,GWK60_K07799,ORF,2
GWK60_K07821,GWK60_K07821,ORF,3
GWK60_K07843,GWK60_K07843,ORF,3
GWK60_K07865,GWK60_K07865,ORF,1
GWK60_K07887,GWK60_K07887,ORF,0
GWK60_K07909,GWK60_K07909,ORF,3
GWK60_K07931,GWK60_K07931,ORF,0
GWK60_K07953,GWK60_K07953,ORF,0
GWK60_K07975,GWK60_K07975,ORF,5
GWK60_K07997,CCP1,ORF,2
GWK60_K08019,GWK60_K08019,ORF,1
GWK60_K08041,GWK60_K08041,ORF,2
GWK60_K08063,GWK60_K08063,ORF,3
GWK60_K08085,GWK60_K08085,ORF,2
GWK60_K08107,GWK60_K08107,ORF,2
GWK60_K08129,RHO4,ORF,1
GWK60_K08151,GWK60_K08151,ORF,1
GWK60_K08173,GWK60_K08173,ORF,1
GWK60_K08195,GWK60_K08195,ORF,0
GWK60_K08217,GWK60_K08217,ORF,0
GWK60_K08239,GWK60_K08239,ORF,2
GWK60_K08283,GWK60_K08283,ORF,3
GWK60_K08305,GWK60_K08305,ORF,0
GWK60_K08327,GWK60_K08327,ORF,6
GWK60_K08349,APE1,ORF,3
GWK60_K08371,GWK60_K08371,ORF,0
GWK60_K08393,GWK60_K08393,ORF,1
GWK60_K08415,GWK60_K08415,ORF,0
GWK60_K08437,HAP4,ORF,2
GWK60_K08459,GWK60_K08459,ORF,3
GWK60_K08481,MET28,ORF,0
GWK60_K08503,GWK60_K08503,ORF,1
GWK60_K08525,GWK60_K08525,ORF,1
GWK60_K08547,GWK60_K08547,ORF,4
GWK60_K08569,AP5,ORF,3
GWK60_K08613,ADI1,ORF,3
GWK60_K08635,GWK60_K08635,ORF,3
GWK60_K08657,GWK60_K08657,ORF,2
GWK60_K08679,GWK60_K08679,ORF,0
GWK60_K08701,GWK60_K08701,ORF,4
GWK60_K08723,GWK60_K08723,ORF,2
GWK60_K08745,GWK60_K08745,ORF,2
GWK60_K08767,GWK60_K08767,ORF,0
GWK60_K08789,GWK60_K08789,ORF,1
GWK60_K08811,GWK60_K08811,ORF,1
GWK60_K08833,GWK60_K08833,ORF,2
GWK60_K08855,GWK60_K08855,ORF,1
GWK60_K08877,GWK60_K08877,ORF,2
GWK60_K08899,GWK60_K08899,ORF,0
GWK60_K08921,GWK60_K08921,ORF,0
GWK60_K08943,GWK60_K08943,ORF,4
GWK60_K08965,GWK60_K08965,ORF,1
GWK60_K09009,GWK60_K09009,ORF,3
GWK60_K09031,GWK60_K09031,ORF,5
GWK60_K09053,GWK60_K09053,ORF,1
GWK60_K09075,GWK60_K09075,ORF,3
GWK60_K09097,GWK60_K09097,ORF,0
GWK60_K09119,THR4,ORF,0
GWK60_K09141,GWK60_K09141,ORF,1
GWK60_K09163,GWK60_K09163,ORF,0
GWK60_K09185,GWK60_K09185,ORF,0
GWK60_K09207,GWK60_K09207,ORF,0
GWK60_K09229,GWK60_K09229,ORF,1
GWK60_K09251,GWK60_K09251,ORF,2
GWK60_K09273,GWK60_K09273,ORF,0
GWK60_K09295,GWK60_K09295,ORF,0
GWK60_K09317,GWK60_K09317,ORF,0
GWK60_K09339,GWK60_K09339,ORF,0
GWK60_K09361,GWK60_K09361,ORF,0
GWK60_K09383,GWK60_K09383,ORF,0
GWK60_K09405,GWK60_K09405,ORF,0
GWK60_K09449,GWK60_K09449,ORF,3
GWK60_K09471,GWK60_K09471,ORF,3
GWK60_K09493,FPR1,ORF,2
GWK60_K09515,GWK60_K09515,ORF,2
GWK60_K09537,GWK60_K09537,ORF,0
GWK60_K09559,GWK60_K09559,ORF,0
GWK60_K09581,GWK60_K09581,ORF,0
GWK60_K09603,GWK60_K09603,ORF,0
GWK60_K09625,GWK60_K09625,ORF,2
GWK60_K09647,GWK60_K09647,ORF,3
GWK60_K09669,GWK60_K09669,ORF,2
GWK60_K09691,HAP5,ORF,3
GWK60_K09713,GWK60_K09713,ORF,0
GWK60_K09735,PDE2,ORF,7
GWK60_K09757,PRT1,ORF,0
GWK60_K09779,GWK60_K09779,ORF,0
GWK60_K09801,GWK60_K09801,ORF,0
GWK60_K09823,GWK60_K09823,ORF,0
GWK60_K09845,GWK60_K09845,ORF,0
GWK60_K09867,GWK60_K09867,ORF,0
GWK60_K09889,GWK60_K09889,ORF,0
GWK60_K09911,GWK60_K09911,ORF,0
GWK60_K09933,GWK60_K09933,ORF,3
GWK60_K09955,GWK60_K09955,ORF,1
GWK60_K09977,GWK60_K09977,ORF,2
GWK60_K09999,GWK60_K09999,ORF,0
GWK60_K10021,GWK60_K10021,ORF,0
GWK60_K10043,GWK60_K10043,ORF,0
GWK60_K10065,GWK60_K10065,ORF,0
GWK60_K10087,GWK60_K10087,ORF,1
GWK60_K10109,GWK60_K10109,ORF,4
GWK60_K10131,ADE2,ORF,4
GWK60_K10153,GWK60_K10153,ORF,0
GWK60_K10175,GWK60_K10175,ORF,1
GWK60_K10197,GWK60_K10197,ORF,1
GWK60_K10219,GWK60_K10219,ORF,2
GWK60_K10263,GWK60_K10263,ORF,3
GWK60_K10285,GWK60_K10285,ORF,1
GWK60_K10307,GWK60_K10307,ORF,2
GWK60_K10351,GWK60_K10351,ORF,2
GWK60_K10373,GWK60_K10373,ORF,3
GWK60_K10395,GWK60_K10395,ORF,4
GWK60_K10417,GWK60_K10417,ORF,5
GWK60_K10461,GWK60_K10461,ORF,1
GWK60_K10483,GWK60_K10483,ORF,1
GWK60_K10505,CYB2,ORF,4
GWK60_K10527,GWK60_K10527,ORF,2
GWK60_K10549,GWK60_K10549,ORF,0
GWK60_K10571,GWK60_K10571,ORF,4
GWK60_K10593,GWK60_K10593,ORF,1
GWK60_K10615,CTA1,ORF,7
GWK60_K10637,GWK60_K10637,ORF,2
GWK60_K10659,GWK60_K10659,ORF,2
GWK60_K10681,GWK60_K10681,ORF,0
GWK60_K10703,GWK60_K10703,ORF,1
GWK60_K10725,GWK60_K10725,ORF,2
GWK60_K10747,GWK60_K10747,ORF,1
GWK60_K10769,GWK60_K10769,ORF,1
GWK60_K10791,GWK60_K10791,ORF,1
GWK60_K10813,GWK60_K10813,ORF,2
GWK60_K10835,GWK60_K10835,ORF,0
GWK60_K10857,GWK60_K10857,ORF,0
GWK60_K10879,GWK60_K10879,ORF,0
GWK60_K10901,GWK60_K10901,ORF,2
GWK60_K10923,GWK60_K10923,ORF,0
GWK60_K10967,GWK60_K10967,ORF,0
GWK60_K10989,PEX5,ORF,2
GWK60_K11011,MNN10,ORF,0
GWK60_K11033,GWK60_K11033,ORF,0
GWK60_K11055,GWK60_K11055,ORF,3
GWK60_K11077,GWK60_K11077,ORF,1
GWK60_K11099,GWK60_K11099,ORF,0
GWK60_K11121,GWK60_K11121,ORF,0
GWK60_K11143,GWK60_K11143,ORF,0
GWK60_K11165,GWK60_K11165,ORF,0
GWK60_K11187,SIR4,ORF,1
GWK60_K11209,ADK1,ORF,1
GWK60_K11231,GWK60_K11231,ORF,2
GWK60_K11253,GWK60_K11253,ORF,0
GWK60_K11275,GWK60_K11275,ORF,0
GWK60_K11297,GWK60_K11297,ORF,0
GWK60_K11319,GWK60_K11319,ORF,1
GWK60_K11341,GWK60_K11341,ORF,0
GWK60_K11363,GWK60_K11363,ORF,0
GWK60_K11385,GWK60_K11385,ORF,4
GWK60_K11407,GWK60_K11407,ORF,5
GWK60_K11429,GWK60_K11429,ORF,1
GWK60_K11451,GWK60_K11451,ORF,1
GWK60_K11495,GWK60_K11495,ORF,2
GWK60_K11517,RPS11B,ORF,0
GWK60_K11539,GWK60_K11539,ORF,0
GWK60_K11561,GWK60_K11561,ORF,2
GWK60_K11583,GWK60_K11583,ORF,1
GWK60_K11605,GWK60_K11605,ORF,3
GWK60_K11627,GWK60_K11627,ORF,1
GWK60_K11649,GWK60_K11649,ORF,6
GWK60_K11671,GWK60_K11671,ORF,8
GWK60_K11715,GWK60_K11715,ORF,3
GWK60_K11737,GWK60_K11737,ORF,0
GWK60_K11759,GWK60_K11759,ORF,1
GWK60_K11781,KRS1,ORF,0
GWK60_K11803,ENA1,ORF,2
GWK60_K11825,GWK60_K11825,ORF,0
GWK60_K11847,GWK60_K11847,ORF,2
GWK60_K11869,GWK60_K11869,ORF,2
GWK60_K11891,GWK60_K11891,ORF,1
GWK60_K11913,FES1,ORF,0
GWK60_K11935,GWK60_K11935,ORF,2
GWK60_K11957,GWK60_K11957,ORF,1
GWK60_K11979,GWK60_K11979,ORF,0
GWK60_K12001,GWK60_K12001,ORF,0
GWK60_K12023,GWK60_K12023,ORF,2
GWK60_K12045,PHO88,ORF,0
GWK60_K12067,GWK60_K12067,ORF,0
GWK60_K12089,GWK60_K12089,ORF,1
GWK60_K12111,GWK60_K12111,ORF,0
GWK60_K12133,GWK60_K12133,ORF,2
GWK60_K12155,GWK60_K12155,ORF,1
GWK60_K12177,STE2,ORF,0
GWK60_K12199,GWK60_K12199,ORF,0
GWK60_K12221,GWK60_K12221,ORF,2
GWK60_K12243,GWK60_K12243,ORF,0
GWK60_K12265,GWK60_K12265,ORF,3
GWK60_K12287,HAC1,ORF,0
GWK60_K12309,RIM15,ORF,6
GWK60_K12331,GWK60_K12331,ORF,2
GWK60_K12353,GWK60_K12353,ORF,0
GWK60_K12375,GWK60_K12375,ORF,0
GWK60_K12397,TUB2,ORF,0
GWK60_K12419,GWK60_K12419,ORF,0
GWK60_K12441,ACT1,ORF,0
GWK60_K12463,GWK60_K12463,ORF,1
GWK60_K12485,GWK60_K12485,ORF,5
GWK60_K12507,GWK60_K12507,ORF,3
GWK60_K12529,GWK60_K12529,ORF,0
GWK60_K12551,GWK60_K12551,ORF,0
GWK60_K12573,GWK60_K12573,ORF,0
GWK60_K12595,SEC53,ORF,0
GWK60_K12617,GWK60_K12617,ORF,0
GWK60_K12639,GWK60_K12639,ORF,2
GWK60_K12661,GWK60_K12661,ORF,1
GWK60_K12683,GWK60_K12683,ORF,2
GWK60_K12705,GWK60_K12705,ORF,4
GWK60_K12727,BMT7,ORF,3
GWK60_K12749,AED2,ORF,8
GWK60_K12771,AED1,ORF,4
GWK60_L00011,GWK60_L00011,ORF,1
GWK60_L00033,EPA23,ORF,2
GWK60_L00055,GWK60_L00055,ORF,1
GWK60_L00077,GWK60_L00077,ORF,0
GWK60_L00099,GWK60_L00099,ORF,1
GWK60_L00121,GWK60_L00121,ORF,1
GWK60_L00143,GWK60_L00143,ORF,6
GWK60_L00165,GWK60_L00165,ORF,1
GWK60_L00187,GWK60_L00187,ORF,3
GWK60_L00209,GWK60_L00209,ORF,1
GWK60_L00231,GWK60_L00231,ORF,0
GWK60_L00253,GWK60_L00253,ORF,0
GWK60_L00275,GWK60_L00275,ORF,1
GWK60_L00297,GWK60_L00297,ORF,3
GWK60_L00319,GWK60_L00319,ORF,8
GWK60_L00341,GWK60_L00341,ORF,0
GWK60_L00363,GWK60_L00363,ORF,0
GWK60_L00385,GWK60_L00385,ORF,1
GWK60_L00407,GWK60_L00407,ORF,0
GWK60_L00429,GWK60_L00429,ORF,0
GWK60_L00451,GWK60_L00451,ORF,0
GWK60_L00473,GWK60_L00473,ORF,4
GWK60_L00495,GWK60_L00495,ORF,0
GWK60_L00517,GWK60_L00517,ORF,0
GWK60_L00539,GWK60_L00539,ORF,3
GWK60_L00561,GWK60_L00561,ORF,1
GWK60_L00583,GWK60_L00583,ORF,1
GWK60_L00605,GWK60_L00605,ORF,0
GWK60_L00627,GWK60_L00627,ORF,0
GWK60_L00649,GWK60_L00649,ORF,0
GWK60_L00671,GWK60_L00671,ORF,0
GWK60_L00693,GWK60_L00693,ORF,3
GWK60_L00715,GWK60_L00715,ORF,2
GWK60_L00737,GWK60_L00737,ORF,5
GWK60_L00759,CKB2,ORF,0
GWK60_L00781,GWK60_L00781,ORF,3
GWK60_L00803,GWK60_L00803,ORF,2
GWK60_L00825,PEP12,ORF,0
GWK60_L00847,GWK60_L00847,ORF,4
GWK60_L00869,GWK60_L00869,ORF,3
GWK60_L00891,PFY1,ORF,0
GWK60_L00913,GCY1,ORF,13
GWK60_L00935,GRE3,ORF,3
GWK60_L00957,GWK60_L00957,ORF,0
GWK60_L00979,TRR1,ORF,4
GWK60_L01001,GWK60_L01001,ORF,0
GWK60_L01023,GWK60_L01023,ORF,2
GWK60_L01045,GWK60_L01045,ORF,1
GWK60_L01067,GWK60_L01067,ORF,0
GWK60_L01089,GWK60_L01089,ORF,1
GWK60_L01111,GWK60_L01111,ORF,3
GWK60_L01133,GWK60_L01133,ORF,2
GWK60_L01155,GWK60_L01155,ORF,0
GWK60_L01177,GWK60_L01177,ORF,1
GWK60_L01199,GWK60_L01199,ORF,1
GWK60_L01221,CYC1,ORF,1
GWK60_L01243,GWK60_L01243,ORF,1
GWK60_L01287,GWK60_L01287,ORF,1
GWK60_L01309,GWK60_L01309,ORF,1
GWK60_L01331,GWK60_L01331,ORF,1
GWK60_L01375,GWK60_L01375,ORF,0
GWK60_L01397,GWK60_L01397,ORF,1
GWK60_L01419,GWK60_L01419,ORF,0
GWK60_L01441,GWK60_L01441,ORF,0
GWK60_L01463,GWK60_L01463,ORF,3
GWK60_L01485,GWK60_L01485,ORF,3
GWK60_L01507,GWK60_L01507,ORF,0
GWK60_L01573,GWK60_L01573,ORF,4
GWK60_L01595,GWK60_L01595,ORF,0
GWK60_L01617,GWK60_L01617,ORF,0
GWK60_L01639,GWK60_L01639,ORF,5
GWK60_L01661,PEX24,ORF,0
GWK60_L01683,GWK60_L01683,ORF,1
GWK60_L01705,GWK60_L01705,ORF,1
GWK60_L01727,GWK60_L01727,ORF,0
GWK60_L01749,GWK60_L01749,ORF,4
GWK60_L01771,GWK60_L01771,ORF,2
GWK60_L01793,GWK60_L01793,ORF,0
GWK60_L01815,OYE2,ORF,1
GWK60_L01837,GWK60_L01837,ORF,1
GWK60_L01859,GWK60_L01859,ORF,2
GWK60_L01881,GWK60_L01881,ORF,1
GWK60_L01903,GWK60_L01903,ORF,2
GWK60_L01925,PEX21B,ORF,2
GWK60_L01947,GWK60_L01947,ORF,5
GWK60_L01969,GWK60_L01969,ORF,1
GWK60_L01991,SOL3,ORF,1
GWK60_L02013,GWK60_L02013,ORF,0
GWK60_L02035,GWK60_L02035,ORF,3
GWK60_L02057,GWK60_L02057,ORF,0
GWK60_L02079,GWK60_L02079,ORF,0
GWK60_L02101,GWK60_L02101,ORF,0
GWK60_L02123,GWK60_L02123,ORF,1
GWK60_L02145,GWK60_L02145,ORF,0
GWK60_L02167,GWK60_L02167,ORF,0
GWK60_L02189,GWK60_L02189,ORF,1
GWK60_L02211,GWK60_L02211,ORF,2
GWK60_L02233,PUP2,ORF,0
GWK60_L02255,GWK60_L02255,ORF,0
GWK60_L02277,ENO1,ORF,1
GWK60_L02299,GWK60_L02299,ORF,19
GWK60_L02321,GWK60_L02321,ORF,7
GWK60_L02343,STB5,ORF,2
GWK60_L02365,GWK60_L02365,ORF,2
GWK60_L02387,GWK60_L02387,ORF,0
GWK60_L02431,YKU70,ORF,0
GWK60_L02453,GWK60_L02453,ORF,2
GWK60_L02475,GWK60_L02475,ORF,0
GWK60_L02497,GWK60_L02497,ORF,1
GWK60_L02519,GWK60_L02519,ORF,2
GWK60_L02541,GWK60_L02541,ORF,0
GWK60_L02563,GWK60_L02563,ORF,3
GWK60_L02585,GWK60_L02585,ORF,1
GWK60_L02607,GWK60_L02607,ORF,0
GWK60_L02629,GWK60_L02629,ORF,0
GWK60_L02651,GWK60_L02651,ORF,0
GWK60_L02673,GWK60_L02673,ORF,1
GWK60_L02695,GWK60_L02695,ORF,1
GWK60_L02717,GWK60_L02717,ORF,0
GWK60_L02739,GWK60_L02739,ORF,0
GWK60_L02761,GWK60_L02761,ORF,0
GWK60_L02783,GWK60_L02783,ORF,0
GWK60_L02827,URA3,ORF,0
GWK60_L02849,GWK60_L02849,ORF,2
GWK60_L02893,GWK60_L02893,ORF,4
GWK60_L02915,RIP1,ORF,2
GWK60_L02937,GWK60_L02937,ORF,4
GWK60_L02959,GWK60_L02959,ORF,0
GWK60_L02981,GWK60_L02981,ORF,0
GWK60_L03025,GWK60_L03025,ORF,0
GWK60_L03047,GWK60_L03047,ORF,0
GWK60_L03069,GWK60_L03069,ORF,5
GWK60_L03091,GWK60_L03091,ORF,0
GWK60_L03113,GWK60_L03113,ORF,0
GWK60_L03135,GWK60_L03135,ORF,0
GWK60_L03157,GWK60_L03157,ORF,0
GWK60_L03179,GWK60_L03179,ORF,0
GWK60_L03201,GWK60_L03201,ORF,0
GWK60_L03223,GWK60_L03223,ORF,1
GWK60_L03245,GWK60_L03245,ORF,2
GWK60_L03267,GWK60_L03267,ORF,0
GWK60_L03289,GWK60_L03289,ORF,4
GWK60_L03311,GWK60_L03311,ORF,1
GWK60_L03333,GWK60_L03333,ORF,1
GWK60_L03355,GWK60_L03355,ORF,0
GWK60_L03377,GWK60_L03377,ORF,1
GWK60_L03399,GWK60_L03399,ORF,0
GWK60_L03421,LDB17,ORF,2
GWK60_L03443,GWK60_L03443,ORF,0
GWK60_L03465,GWK60_L03465,ORF,2
GWK60_L03487,GWK60_L03487,ORF,0
GWK60_L03509,GWK60_L03509,ORF,1
GWK60_L03531,GWK60_L03531,ORF,0
GWK60_L03553,RPB1,ORF,0
GWK60_L03575,GWK60_L03575,ORF,0
GWK60_L03597,GWK60_L03597,ORF,2
GWK60_L03619,GWK60_L03619,ORF,1
GWK60_L03641,GWK60_L03641,ORF,0
GWK60_L03663,PPH21,ORF,0
GWK60_L03685,VMA1,ORF,1
GWK60_L03707,GWK60_L03707,ORF,1
GWK60_L03729,GWK60_L03729,ORF,0
GWK60_L03751,GWK60_L03751,ORF,3
GWK60_L03773,GWK60_L03773,ORF,2
GWK60_L03795,GWK60_L03795,ORF,3
GWK60_L03817,GWK60_L03817,ORF,3
GWK60_L03839,GWK60_L03839,ORF,0
GWK60_L03861,GWK60_L03861,ORF,1
GWK60_L03905,AMT1,ORF,0
GWK60_L03927,GWK60_L03927,ORF,0
GWK60_L03949,GWK60_L03949,ORF,1
GWK60_L03971,GWK60_L03971,ORF,1
GWK60_L03993,GWK60_L03993,ORF,3
GWK60_L04015,GWK60_L04015,ORF,0
GWK60_L04037,GWK60_L04037,ORF,6
GWK60_L04059,GWK60_L04059,ORF,0
GWK60_L04081,GWK60_L04081,ORF,0
GWK60_L04103,TIF1,ORF,0
GWK60_L04125,GWK60_L04125,ORF,2
GWK60_L04147,GWK60_L04147,ORF,0
GWK60_L04169,GWK60_L04169,ORF,1
GWK60_L04191,GWK60_L04191,ORF,0
GWK60_L04213,GWK60_L04213,ORF,3
GWK60_L04235,GWK60_L04235,ORF,0
GWK60_L04257,GWK60_L04257,ORF,2
GWK60_L04279,MNN2,ORF,0
GWK60_L04301,GRX7,ORF,1
GWK60_L04323,GWK60_L04323,ORF,0
GWK60_L04345,GWK60_L04345,ORF,0
GWK60_L04367,GWK60_L04367,ORF,1
GWK60_L04389,GWK60_L04389,ORF,1
GWK60_L04411,GWK60_L04411,ORF,2
GWK60_L04433,GWK60_L04433,ORF,1
GWK60_L04455,PDX3,ORF,0
GWK60_L04477,HMT1,ORF,1
GWK60_L04499,GWK60_L04499,ORF,0
GWK60_L04521,GWK60_L04521,ORF,0
GWK60_L04543,GWK60_L04543,ORF,2
GWK60_L04565,GWK60_L04565,ORF,1
GWK60_L04587,CHS3B,ORF,1
GWK60_L04609,SNQ2,ORF,3
GWK60_L04631,GWK60_L04631,ORF,0
GWK60_L04653,GWK60_L04653,ORF,0
GWK60_L04675,GWK60_L04675,ORF,0
GWK60_L04697,GWK60_L04697,ORF,0
GWK60_L04719,GWK60_L04719,ORF,0
GWK60_L04741,MET6,ORF,6
GWK60_L04763,TRP2,ORF,18
GWK60_L04785,GWK60_L04785,ORF,1
GWK60_L04807,GWK60_L04807,ORF,3
GWK60_L04829,GWK60_L04829,ORF,0
GWK60_L04851,GWK60_L04851,ORF,0
GWK60_L04873,GWK60_L04873,ORF,1
GWK60_L04895,GWK60_L04895,ORF,0
GWK60_L04917,DLD1,ORF,0
GWK60_L04939,GWK60_L04939,ORF,1
GWK60_L04961,GLT1,ORF,7
GWK60_L04983,GWK60_L04983,ORF,1
GWK60_L05027,GWK60_L05027,ORF,0
GWK60_L05049,FRDS1,ORF,2
GWK60_L05071,GWK60_L05071,ORF,2
GWK60_L05093,GWK60_L05093,ORF,0
GWK60_L05115,GWK60_L05115,ORF,1
GWK60_L05137,GWK60_L05137,ORF,2
GWK60_L05159,UTR4,ORF,1
GWK60_L05181,GWK60_L05181,ORF,5
GWK60_L05203,ANP1,ORF,1
GWK60_L05225,GWK60_L05225,ORF,0
GWK60_L05269,GWK60_L05269,ORF,0
GWK60_L05291,GWK60_L05291,ORF,0
GWK60_L05313,GWK60_L05313,ORF,0
GWK60_L05335,GWK60_L05335,ORF,0
GWK60_L05357,GWK60_L05357,ORF,0
GWK60_L05379,GWK60_L05379,ORF,1
GWK60_L05401,GWK60_L05401,ORF,0
GWK60_L05423,GWK60_L05423,ORF,0
GWK60_L05445,GWK60_L05445,ORF,4
GWK60_L05489,GWK60_L05489,ORF,0
GWK60_L05533,GWK60_L05533,ORF,1
GWK60_L05555,GWK60_L05555,ORF,0
GWK60_L05577,GWK60_L05577,ORF,1
GWK60_L05599,GWK60_L05599,ORF,0
GWK60_L05621,GWK60_L05621,ORF,3
GWK60_L05643,GWK60_L05643,ORF,0
GWK60_L05687,GWK60_L05687,ORF,0
GWK60_L05709,GWK60_L05709,ORF,3
GWK60_L05731,VPS24,ORF,0
GWK60_L05753,NFU1,ORF,2
GWK60_L05775,GWK60_L05775,ORF,0
GWK60_L05797,RGT1,ORF,2
GWK60_L05819,UGP1,ORF,1
GWK60_L05841,GWK60_L05841,ORF,8
GWK60_L05863,GWK60_L05863,ORF,0
GWK60_L05885,GWK60_L05885,ORF,0
GWK60_L05907,GWK60_L05907,ORF,0
GWK60_L05929,GWK60_L05929,ORF,12
GWK60_L05951,GWK60_L05951,ORF,2
GWK60_L05973,GWK60_L05973,ORF,3
GWK60_L05995,GWK60_L05995,ORF,1
GWK60_L06017,SNF5,ORF,1
GWK60_L06039,GWK60_L06039,ORF,0
GWK60_L06061,GWK60_L06061,ORF,1
GWK60_L06083,GWK60_L06083,ORF,0
GWK60_L06105,GWK60_L06105,ORF,0
GWK60_L06127,GWK60_L06127,ORF,0
GWK60_L06149,GWK60_L06149,ORF,0
GWK60_L06171,GWK60_L06171,ORF,1
GWK60_L06193,VPS1,ORF,1
GWK60_L06215,GWK60_L06215,ORF,0
GWK60_L06237,GWK60_L06237,ORF,3
GWK60_L06259,GWK60_L06259,ORF,0
GWK60_L06281,GWK60_L06281,ORF,0
GWK60_L06303,GWK60_L06303,ORF,1
GWK60_L06325,GWK60_L06325,ORF,0
GWK60_L06347,GWK60_L06347,ORF,2
GWK60_L06369,GCN4,ORF,0
GWK60_L06391,FBA1,ORF,2
GWK60_L06413,GWK60_L06413,ORF,7
GWK60_L06435,GWK60_L06435,ORF,0
GWK60_L06457,GWK60_L06457,ORF,5
GWK60_L06479,GWK60_L06479,ORF,2
GWK60_L06501,GWK60_L06501,ORF,0
GWK60_L06523,GWK60_L06523,ORF,0
GWK60_L06545,RPN10,ORF,0
GWK60_L06589,GWK60_L06589,ORF,0
GWK60_L06611,GWK60_L06611,ORF,2
GWK60_L06633,GWK60_L06633,ORF,0
GWK60_L06655,GWK60_L06655,ORF,3
GWK60_L06677,GWK60_L06677,ORF,3
GWK60_L06699,GWK60_L06699,ORF,0
GWK60_L06721,SUE1,ORF,2
GWK60_L06743,GWK60_L06743,ORF,3
GWK60_L06765,GWK60_L06765,ORF,0
GWK60_L06787,GWK60_L06787,ORF,4
GWK60_L06809,GWK60_L06809,ORF,0
GWK60_L06831,GWK60_L06831,ORF,1
GWK60_L06853,GWK60_L06853,ORF,2
GWK60_L06875,GWK60_L06875,ORF,0
GWK60_L06897,GWK60_L06897,ORF,0
GWK60_L06919,GWK60_L06919,ORF,3
GWK60_L06941,GWK60_L06941,ORF,0
GWK60_L06963,FEN1,ORF,1
GWK60_L06985,GWK60_L06985,ORF,7
GWK60_L07007,GWK60_L07007,ORF,4
GWK60_L07029,GWK60_L07029,ORF,1
GWK60_L07051,GWK60_L07051,ORF,3
GWK60_L07073,GWK60_L07073,ORF,0
GWK60_L07095,GWK60_L07095,ORF,4
GWK60_L07117,GWK60_L07117,ORF,1
GWK60_L07139,GWK60_L07139,ORF,0
GWK60_L07161,GWK60_L07161,ORF,0
GWK60_L07183,GWK60_L07183,ORF,0
